customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,churn_status
4118-CEVPF,1,United States,California,Redwood City,94062,"37.410567, -122.297152",37.410567,-122.297152,Female,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.8,,No,0,35,2125,Unknown,Low Risk
9114-VEPUF,1,United States,California,Redwood City,94065,"37.527497, -122.230941",37.527497,-122.230941,Male,No,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,96.1,,No,0,61,6139,Unknown,Potential Risk
7876-BEUTG,1,United States,California,San Bruno,94066,"37.624436, -122.430661",37.624436,-122.430661,Female,No,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,,No,0,57,2577,Unknown,Potential Risk
2338-BQEZT,1,United States,California,San Carlos,94070,"37.497915, -122.267361",37.497915,-122.267361,Female,No,No,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.55,,No,0,44,6250,Unknown,Potential Risk
9873-MNDKV,1,United States,California,San Gregorio,94074,"37.331762, -122.341444",37.331762,-122.341444,Female,No,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.65,,No,0,64,4492,Unknown,Potential Risk
8241-JUIQO,1,United States,California,Sunnyvale,94086,"37.378541, -122.020456",37.378541,-122.020456,Female,No,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.45,,No,0,26,4559,Unknown,Low Risk
2194-IIQOF,1,United States,California,Sunnyvale,94087,"37.3511, -122.037311",37.3511,-122.037311,Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.3,,No,0,30,4658,Unknown,Low Risk
9631-RXVJM,1,United States,California,San Francisco,94102,"37.7795, -122.419233",37.7795,-122.419233,Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,,No,0,77,2682,Unknown,High Risk
9584-EXCDZ,1,United States,California,San Francisco,94103,"37.773147, -122.411287",37.773147,-122.411287,Female,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.5,,No,0,53,3650,Unknown,Potential Risk
5093-FEGLU,1,United States,California,San Francisco,94105,"37.789168, -122.395009",37.789168,-122.395009,Female,No,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,,No,0,28,4159,Unknown,Low Risk
2621-UDNLU,1,United States,California,San Francisco,94107,"37.768881, -122.395521",37.768881,-122.395521,Female,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,,No,0,56,5867,Unknown,Potential Risk
7526-IVLYU,1,United States,California,San Francisco,94108,"37.791998, -122.408653",37.791998,-122.408653,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,,No,0,55,4852,Unknown,Potential Risk
2428-HYUNX,1,United States,California,San Francisco,94109,"37.794487, -122.42227",37.794487,-122.42227,Male,Yes,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.35,,No,0,42,4975,Unknown,Potential Risk
9214-EKVXR,1,United States,California,San Francisco,94110,"37.750021, -122.415201",37.750021,-122.415201,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.0,,No,0,75,4138,Unknown,High Risk
3410-MHHUM,1,United States,California,San Francisco,94111,"37.801776, -122.402293",37.801776,-122.402293,Female,No,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,94.4,,No,0,73,5019,Unknown,High Risk
2122-YWVYA,1,United States,California,San Francisco,94116,"37.74441, -122.486764",37.74441,-122.486764,Female,No,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,,No,0,53,4792,Unknown,Potential Risk
2296-DKZFP,1,United States,California,San Francisco,94118,"37.781304, -122.461522",37.781304,-122.461522,Female,No,Yes,No,65,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),71.0,,No,0,32,6308,Unknown,Low Risk
8909-BOLNL,1,United States,California,San Francisco,94123,"37.800254, -122.436975",37.800254,-122.436975,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.2,,No,0,29,2088,Unknown,Low Risk
6603-YRDCJ,1,United States,California,San Francisco,94124,"37.731505, -122.384532",37.731505,-122.384532,Male,No,Yes,No,33,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.05,,No,0,21,3215,Unknown,Low Risk
3229-USWAR,1,United States,California,San Francisco,94129,"37.797526, -122.464531",37.797526,-122.464531,Female,No,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.95,,No,0,26,3570,Unknown,Low Risk
2138-VFAPZ,1,United States,California,San Francisco,94130,"37.820894, -122.369725",37.820894,-122.369725,Female,No,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,,No,0,68,2966,Unknown,High Risk
6131-JLWZM,1,United States,California,San Francisco,94131,"37.746699, -122.442833",37.746699,-122.442833,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,,No,0,45,5332,Unknown,Potential Risk
0269-XFESX,1,United States,California,San Francisco,94133,"37.802071, -122.411004",37.802071,-122.411004,Male,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.35,,No,0,30,4031,Unknown,Low Risk
1709-EJDOX,1,United States,California,San Francisco,94134,"37.721052, -122.413573",37.721052,-122.413573,Female,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,,No,0,34,3843,Unknown,Low Risk
4316-XCSLJ,1,United States,California,Palo Alto,94301,"37.444314, -122.149996",37.444314,-122.149996,Male,No,No,Yes,17,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,,No,0,33,3202,Unknown,Low Risk
9693-XMUOB,1,United States,California,Palo Alto,94304,"37.386978, -122.177746",37.386978,-122.177746,Male,Yes,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.25,,No,0,27,5546,Unknown,Low Risk
0383-CLDDA,1,United States,California,Stanford,94305,"37.424342, -122.165641",37.424342,-122.165641,Female,No,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.35,,No,0,37,6499,Unknown,Potential Risk
2709-UQGNP,1,United States,California,San Mateo,94401,"37.590421, -122.306467",37.590421,-122.306467,Male,No,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.65,,No,0,45,4292,Unknown,Potential Risk
3549-ZTMNH,1,United States,California,San Mateo,94402,"37.556634, -122.317723",37.556634,-122.317723,Male,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.0,,No,0,69,3705,Unknown,High Risk
8033-ATFAS,1,United States,California,San Mateo,94404,"37.556094, -122.272437",37.556094,-122.272437,Female,No,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,59.85,,No,0,47,3900,Unknown,Potential Risk
1635-NZATJ,1,United States,California,Alameda,94501,"37.774633, -122.274434",37.774633,-122.274434,Male,Yes,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,,No,0,26,5341,Unknown,Low Risk
0562-HKHML,1,United States,California,Alameda,94502,"37.724817, -122.224363",37.724817,-122.224363,Male,No,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,,No,0,71,5574,Unknown,High Risk
8277-RVRSV,1,United States,California,Danville,94506,"37.791481, -121.903253",37.791481,-121.903253,Female,No,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.15,,No,0,73,4501,Unknown,High Risk
9943-VSZUV,1,United States,California,Alamo,94507,"37.855717, -121.994813",37.855717,-121.994813,Male,Yes,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.7,,No,0,30,5823,Unknown,Low Risk
7054-ENNGU,1,United States,California,Benicia,94510,"38.113533, -122.11926",38.113533,-122.11926,Female,No,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.85,,No,0,26,4623,Unknown,Low Risk
1455-HFBXA,1,United States,California,Bethel Island,94511,"38.050558, -121.646924",38.050558,-121.646924,Male,No,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),91.6,,No,0,62,6069,Unknown,Potential Risk
9402-CXWPL,1,United States,California,Birds Landing,94512,"38.140719, -121.838298",38.140719,-121.838298,Female,No,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,98.9,,No,0,20,5980,Unknown,Low Risk
1628-BIZYP,1,United States,California,Brentwood,94513,"37.908242, -121.682472",37.908242,-121.682472,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,,No,0,46,5754,Unknown,Potential Risk
0082-LDZUE,1,United States,California,Calistoga,94515,"38.629618, -122.593216",38.629618,-122.593216,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.3,,No,0,57,4427,Unknown,Potential Risk
5343-SGUBI,1,United States,California,Concord,94518,"37.950248, -122.022455",37.950248,-122.022455,Female,No,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,80.2,,No,0,51,5597,Unknown,Potential Risk
0856-NAOES,1,United States,California,Concord,94519,"37.990118, -122.012188",37.990118,-122.012188,Male,No,No,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.9,,No,0,80,2191,Unknown,High Risk
1976-AZZPJ,1,United States,California,Concord,94520,"38.013825, -122.039144",38.013825,-122.039144,Male,No,Yes,No,7,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,34.2,,No,0,32,5100,Unknown,Low Risk
6156-UZDLF,1,United States,California,Pleasant Hill,94523,"37.95338, -122.076886",37.95338,-122.076886,Female,No,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),87.15,,No,0,77,5689,Unknown,High Risk
3099-OONVS,1,United States,California,Crockett,94525,"38.049292, -122.228415",38.049292,-122.228415,Male,No,Yes,Yes,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.3,,No,0,63,3971,Unknown,Potential Risk
9500-WBGRP,1,United States,California,Danville,94526,"37.815459, -121.977203",37.815459,-121.977203,Male,No,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.1,,No,0,31,4535,Unknown,Low Risk
5183-KLYEM,1,United States,California,El Cerrito,94530,"37.924838, -122.289145",37.924838,-122.289145,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.75,,No,0,60,4927,Unknown,Potential Risk
5144-PQCDZ,1,United States,California,Fairfield,94533,"38.287136, -122.02711",38.287136,-122.02711,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,,No,0,64,3172,Unknown,Potential Risk
8514-VZHEB,1,United States,California,Travis Afb,94535,"38.265899, -121.939461",38.265899,-121.939461,Male,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,,No,0,50,5293,Unknown,Potential Risk
6625-IUTTT,1,United States,California,Fremont,94536,"37.572273, -121.964583",37.572273,-121.964583,Male,No,No,No,67,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),65.55,,No,0,54,6035,Unknown,Potential Risk
9355-NPPFS,1,United States,California,Fremont,94538,"37.505768, -121.962472",37.505768,-121.962472,Female,Yes,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.8,,No,0,37,4509,Unknown,Potential Risk
0068-FIGTF,1,United States,California,Fremont,94539,"37.516791, -121.899117",37.516791,-121.899117,Female,No,No,No,27,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,78.2,,No,0,54,2297,Unknown,Potential Risk
5965-GGPRW,1,United States,California,Hayward,94541,"37.674002, -122.076796",37.674002,-122.076796,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),105.25,,No,0,78,4427,Unknown,High Risk
8035-PWSEV,1,United States,California,Hayward,94542,"37.656695, -122.048361",37.656695,-122.048361,Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,,No,0,76,4430,Unknown,High Risk
2236-HILPA,1,United States,California,Hayward,94544,"37.639215, -122.037554",37.639215,-122.037554,Male,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,,No,0,40,6403,Unknown,Potential Risk
1840-BIUOG,1,United States,California,Hayward,94545,"37.62984, -122.120843",37.62984,-122.120843,Male,No,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,68.7,,No,0,73,2989,Unknown,High Risk
1356-MKYSK,1,United States,California,Castro Valley,94546,"37.708327, -122.083473",37.708327,-122.083473,Male,No,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),78.65,,No,0,68,2724,Unknown,High Risk
6080-LNESI,1,United States,California,Hercules,94547,"37.991259, -122.214945",37.991259,-122.214945,Male,No,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75,,No,0,46,5080,Unknown,Potential Risk
1830-IPXVJ,1,United States,California,Lafayette,94549,"37.907777, -122.127161",37.907777,-122.127161,Female,No,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,,No,0,22,6108,Unknown,Low Risk
5828-DWPIL,1,United States,California,Livermore,94550,"37.571748, -121.659562",37.571748,-121.659562,Male,Yes,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.1,,No,0,25,4415,Unknown,Low Risk
8398-TBIYD,1,United States,California,Castro Valley,94552,"37.722727, -122.02157",37.722727,-122.02157,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.7,,No,0,78,4520,Unknown,High Risk
2931-FSOHN,1,United States,California,Napa,94559,"38.232389, -122.324944",38.232389,-122.324944,Male,Yes,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.9,,No,0,58,5254,Unknown,Potential Risk
9418-RUKPH,1,United States,California,Newark,94560,"37.504133, -122.032347",37.504133,-122.032347,Female,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,,No,0,75,3614,Unknown,High Risk
9971-ZWPBF,1,United States,California,Orinda,94563,"37.873916, -122.20522",37.873916,-122.20522,Male,Yes,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.9,,No,0,24,5151,Unknown,Low Risk
4712-AUQZO,1,United States,California,Pinole,94564,"37.996462, -122.293716",37.996462,-122.293716,Male,No,No,No,18,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,33.6,,No,0,21,5388,Unknown,Low Risk
9711-FJTBX,1,United States,California,Pittsburg,94565,"38.006047, -121.916834",38.006047,-121.916834,Male,No,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,85.85,,No,0,28,5058,Unknown,Low Risk
2908-ZTPNF,1,United States,California,Pleasanton,94566,"37.633361, -121.862395",37.633361,-121.862395,Female,No,No,No,36,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),34.85,,No,0,50,4452,Unknown,Potential Risk
8421-WZOOW,1,United States,California,Rio Vista,94571,"38.148862, -121.737696",38.148862,-121.737696,Female,Yes,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.3,,No,0,23,4912,Unknown,Low Risk
1414-YADCW,1,United States,California,Deer Park,94576,"38.554383, -122.474773",38.554383,-122.474773,Male,No,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),84.6,,No,0,39,5679,Unknown,Potential Risk
8756-RDDLT,1,United States,California,San Leandro,94577,"37.717196, -122.159338",37.717196,-122.159338,Female,No,No,No,68,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,44.95,,No,0,63,5750,Unknown,Potential Risk
2862-PFNIK,1,United States,California,San Leandro,94578,"37.704384, -122.126703",37.704384,-122.126703,Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,,No,0,29,3518,Unknown,Low Risk
5816-QVHRX,1,United States,California,San Leandro,94579,"37.687264, -122.15728",37.687264,-122.15728,Female,No,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,,No,0,44,4040,Unknown,Potential Risk
4430-YHXGG,1,United States,California,San Lorenzo,94580,"37.676249, -122.132415",37.676249,-122.132415,Female,No,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.45,,No,0,77,2616,Unknown,High Risk
